16017101600,2016년 e-금융 보안강화 및 서비스 고도화 구축(스마트금융),
16018101600,농협은행 올원뱅크 구축(스마트),
16020101600,모바일 전문은행(Sunny Bank) 고도화,
16023101600,NH 전환대응개발,
16024101600,농협 고유식별정보 암호화-e-금융,
16026101600,ISA 시스템 구축 개발용역(2차) 공급계약,
16027401600,노란우산공제 은행 인터넷뱅킹 연계 구축용 솔루션 구매,
16028201600,국민연금 주거래시스템 유지보수 도급(3차년도) 계약,
16029201600,2016년 차세대자산운용시스템 운영 및 유지보수 아웃소싱 용역,
16030201600,2016년 중국CMS 유지보수,
16031301600,IBK기업은행 Mobile Scraping Package ASP 서비스 계약서,
16032201600,2016년 사학연금 IFRS 유지보수 용역,
16033401600,모바일용 개발 프레임웍 솔루션 업그레이드 물품공급계약,
16036101600,크라우드펀딩 서비스,
16039501600,핑거 글로벌 프로젝트(베트남),
16043101600,KB국민은행 국외점포 스마트폰뱅킹서비스 시스템 구축,
16044101600,KB국민은행 인터넷뱅킹 및 스마트폰뱅킹 개편 사업,
16046101600,신한은행 자산관리자동화시스템 구축 개발용역 공급계약,
16048101600,SW공학기술 현장적용 지원사업,
16049101600,소상공인시장진흥공단 직접대출시스템 고도화,
16050101600,렌딩사이언스 시스템 구축,
16053101600,KBCam Pad System 고도화 구축,
16055101600,KEB하나 전자금융 고도화 프로젝트(Day3),
16056101600,신한은행 one shared platform,
16057101600,중앙선거관리위원회 펌뱅킹관리시스템 재구축 추진 개발용역,
16058101600,신한은행 Open API 기반 그룹 ICT 플랫폼 구축 개발용역 공급,
16062201600,사립학교교직원연금공단 IFRS 유지보수,
16065101600,제주은행 통합CMS시스템 추가요건 사항 개발,
16069101600,신한은행 개인인터넷뱅킹 전면 재구축,
16070101600,신한은행 지능형 스마트 고지서 플랫폼 구축을 위한 개발용역,
16071101600,신한은행 시니어고객 비금융 플랫폼 시스템 구축 개발용역 공급계약,
16072401600,전자무역서비스용 웹스크래핑 솔루션 도입,
16075101600,농협 (공통)IT전환 연계 e-금융 및 생체인증 확대 개발,
16079101600,소상공인시장진흥공단 전통시장 화재공제 시스템 구축,
16083101600,신한은행 기업 모바일뱅킹 업그레이드 구축을 위한 개발 용역,
16084101600,신한은행 S뱅크(개인용) 고도화 추진 개발 프로젝트,
16085101600,모바일 오피스 마케팅앱 고도화,
16086101600,제주은행 제주도개발공사 통합CMS 영림원 ERP 연동 개발,
16088401600,2016년 돈버는가계부 고도화 솔루션 구매,
16091101600,해피머니홈페이지 개편 제안 작업,
16093105000,전자금융사업자 시스템 구축(자사솔루션),
16095101600,신한은행 외국인 고객 전용 비대면 App 신규 개발,
16097101600,사학연금 통합정보시스템 재구축(2차) 용역,
16098201600,2017년 기업은행 스마트뱅킹 상시 운영 전담반,
16888901602,S1본부지원업무,
16888901603,S2본부지원업무,
16888901605,N본부지원업무,
16888901608,S본부지원업무,
16888901611,시너지본부지원업무,
16888901614,연구소지원업무,
16888901615,BA본부지원업무,
16888901618,BI본부지원업무,
16888901619,사업지원지원업무,
16888901621,경영혁신본부지원업무,
16888901622,전략기획본부지원업무,
16888901625,핀테크지원업무,
16999901602,S1본부지원업무(구),
16999901603,S2본부지원업무(구),
16999901605,B1본부지원업무,
16999901609,B2본부지원업무,
16999901615,연구소지원업무(구),
16999901617,경영혁신본부지원업무(구),
16999901618,F1본부지원업무,
16999901621,LB본부지원업무,
16999901622,핀테크지원업무,
16999901624,블록체인사업본부지원업무,
17001201700,2017년 신한은행 스마트 전담반 개발 및 유지보수,
17002201700,2017년 InsideBank 유지보수,
17004301700,2017년 스크래핑서비스 ASP,
17005201700,2017년 국민연금 기금운용 일반사무관리 위탁업무 유지보수,
17008201700,2017년 신한은행 써니뱅크(Sunny Bank) 전담반 개발 및 유지보수,
17009201700,신한은행 한국정보화진흥원 내부시스템 연동 개발용역,
17017101800,베트남 올원 뱅크,
17019101700,우리은행 차세대 시스템 구축 인뱅. 스뱅 대응 부문 제안,
17022101700,하나은행 New 자산관리시스템 구축(계정단말)을 위한 개발용역,
17023201700,국민연금 주거래시스템 유지보수 도급(4차년도) 계약,
17026201700,2017년도 IBK 기업은행 정보시스템 운영,
17028101700,NH모바일오피스 고도화(태블릿브랜치 통합플랫폼)구축,
17029101700,(공통)2017년 e-금융 보안강화 및 서비스 고도화,
17030101700,상호금융 태블릿브랜치 구축,
17031101700,2017년 올원뱅크 고도화 구축,
17036101700, NH농협은행 올원뱅크베트남 TIGO 프로젝트,
17037201700,NH콕뱅크 운영 관리 업무 유지보수 계약,
17038101700,SBJ 디지털 플랫폼 시스템 구축 개발용역 공급계약,
17039101700,신한은행 대고객 모바일앱 서비스 추가개발,
17040101700,광주은행 스마트뱅킹 리뉴얼_개발부분 물품공급 및 개발용역,
17041101700,IBK기업은행 I-ONE뱅크(기업) 재구축,
17043101700,(공통)비대면 금융상품마켓 고도화,
17045101700,한국보건산업진흥원 신연구비관리시스템 개발용역계약,
17046101700,광주은행 스마트뱅킹 리뉴얼 추가 유지보수 개발,
17052201700,2017년 오케스트라 비상주 유지보수,
17056201700,2017년 사립학교교직원연금공단 IFRS 유지보수,
17057101700,신한은행 Super Platform 구축,
17058101700,미즈호 Smart 일본어 적용 스크래핑 관련 화면 개발,
17061101700,2017년 KB국민은행 전담반 수행,
17063401700,우리은행 부동산 플랫폼 구축 관련 인프라 도입(스크래핑솔루션),
17066101700,NH 콕뱅크 고도화 구축 프로젝트,
17069101700,KB 모바일 URL 기반 미리업무신청 서비스,
17071101700,광주은행 모바일 간편약정서비스(BDT) 시스템 구축,
17072301700,가상계좌 재판매 사업,
17073101700,광주은행 스마트뱅킹 고도화,
17074101700,하나은행 하이로보(HAI Robo) 고도화 구축(온라인플랫폼),
17078101700,e나라도움시스템 연동모듈 개발,
17079101700,국민연금 주거래은행 선행사업 개발,
17080101700,신한은행 비대면채널 에러코드정비 및 모바일뱅킹상품설명고도화,
17081101700,KAIA 연구비관리시스템 개발,
17999901702,1 Unit   Business Support,
17999901704,eBiz Part   Business Support,
17999901705,Digital Part   Business Support,
17999901706,2 Unit   Business Support,
17999901707,Sales 2 Team   Business Support,
17999901709,Technical Part   Business Support,
17999901710,Channel Part   Business Support,
17999901711,3 Unit  Business Support,
17999901712,Sales 3 Team  Business Support,
17999901713,Public 1 Part  Business Support,
17999901715,Synergy Part  Business Support,
17999901716,R&D Part  Business Support,
17999901718,Management Unit  Business Support,
17999901721,Strategy Unit  Business Support,
17999901722,Service Unit  Business Support,
